H,S,V,label
26.842105263157883,0.21590909090909094,0.6901960784313725,1
24.615384615384613,0.2142857142857143,0.7137254901960784,1
29.062499999999996,0.3926380368098159,0.6392156862745098,1
25.09090909090909,0.4700854700854701,0.4588235294117647,1
25.161290322580648,0.6262626262626262,0.38823529411764707,1
26.34146341463415,0.25000000000000006,0.6431372549019608,1
30.666666666666643,0.2238805970149253,0.788235294117647,1
26.666666666666668,0.2830188679245283,0.6235294117647059,1
21.35593220338983,0.8676470588235294,0.26666666666666666,1
32.99999999999997,0.2325581395348837,0.6745098039215687,1
28.163265306122458,0.26344086021505375,0.7294117647058823,1
30.666666666666643,0.2238805970149253,0.788235294117647,1
27.692307692307693,0.4369747899159664,0.4666666666666667,1
22.702702702702684,0.25000000000000006,0.5803921568627451,1
27.6923076923077,0.3741007194244604,0.5450980392156862,1
28.163265306122458,0.2648648648648648,0.7254901960784313,1
30.0,0.2318840579710145,0.8117647058823529,1
28.235294117647065,0.3399999999999999,0.7843137254901961,1
31.200000000000014,0.26455026455026465,0.7411764705882353,1
26.250000000000014,0.22966507177033493,0.8196078431372549,1
25.090909090909086,0.39285714285714296,0.5490196078431373,1
27.499999999999996,0.375,0.7529411764705882,0
17.647058823529438,0.2073170731707318,0.6431372549019608,0
12.749999999999998,0.5555555555555556,0.5647058823529412,0
13.33333333333334,0.4576271186440678,0.6941176470588235,0
14.250000000000004,0.45714285714285713,0.6862745098039216,0
1.153846153846154,0.8387096774193549,0.48627450980392156,0
17.64705882352942,0.21518987341772156,0.6196078431372549,0
15.384615384615383,0.4534883720930233,0.6745098039215687,0
11.489361702127662,0.21461187214611863,0.8588235294117647,0
18.62068965517246,0.1510416666666667,0.7529411764705882,0
11.566265060240957,0.6287878787878789,0.5176470588235295,0
19.53488372093022,0.2866666666666667,0.5882352941176471,0
15.384615384615394,0.4105263157894737,0.7450980392156863,0
20.39999999999999,0.3787878787878788,0.5176470588235295,0
19.534883720930228,0.29655172413793096,0.5686274509803921,0
21.951219512195127,0.22527472527472525,0.7137254901960784,0
7.868852459016394,0.488,0.49019607843137253,0
12.749999999999998,0.5063291139240506,0.6196078431372549,0
17.64705882352942,0.21518987341772156,0.6196078431372549,0
