H,S,V,label
28.163265306122458,0.2648648648648648,0.7254901960784313,1
30.857142857142854,0.1658767772511848,0.8274509803921568,1
29.090909090909093,0.1793478260869565,0.7215686274509804,1
28.888888888888925,0.184931506849315,0.5725490196078431,1
31.200000000000014,0.26455026455026465,0.7411764705882353,1
26.399999999999977,0.11627906976744184,0.8431372549019608,1
26.250000000000014,0.22966507177033493,0.8196078431372549,1
26.842105263157904,0.22352941176470575,0.6666666666666666,1
31.30434782608695,0.323943661971831,0.5568627450980392,1
24.615384615384613,0.2142857142857143,0.7137254901960784,1
26.250000000000007,0.4637681159420289,0.27058823529411763,1
32.43243243243243,0.1999999999999999,0.7254901960784313,1
25.454545454545467,0.14798206278026904,0.8745098039215686,1
22.702702702702684,0.25000000000000006,0.5803921568627451,1
32.99999999999997,0.2325581395348837,0.6745098039215687,1
29.99999999999999,0.2818791946308725,0.5843137254901961,1
34.44444444444447,0.3312883435582822,0.6392156862745098,1
27.09677419354837,0.29245283018867924,0.8313725490196079,1
26.250000000000014,0.22966507177033493,0.8196078431372549,1
28.163265306122458,0.26344086021505375,0.7294117647058823,1
27.499999999999996,0.5625,0.5019607843137255,1
28.163265306122458,0.2648648648648648,0.7254901960784313,1
26.896551724137943,0.16571428571428576,0.6862745098039216,1
26.34146341463418,0.23976608187134502,0.6705882352941176,1
22.702702702702684,0.25000000000000006,0.5803921568627451,1
26.666666666666668,0.2830188679245283,0.6235294117647059,1
34.46808510638298,0.22274881516587666,0.8274509803921568,1
22.222222222222214,0.1391752577319587,0.7607843137254902,1
33.52941176470587,0.23448275862068962,0.5686274509803921,1
23.720930232558132,0.4056603773584906,0.41568627450980394,1
26.34146341463414,0.22282608695652173,0.7215686274509804,1
48.88888888888889,0.3214285714285714,0.32941176470588235,1
25.090909090909086,0.39285714285714296,0.5490196078431373,1
32.99999999999997,0.2325581395348837,0.6745098039215687,1
29.062499999999996,0.3926380368098159,0.6392156862745098,1
24.782608695652176,0.3770491803278689,0.47843137254901963,1
24.230769230769237,0.4952380952380952,0.4117647058823529,1
24.0,0.39473684210526316,0.2980392156862745,1
27.6923076923077,0.3741007194244604,0.5450980392156862,1
26.89655172413791,0.19727891156462574,0.5764705882352941,1
26.34146341463415,0.25000000000000006,0.6431372549019608,1
21.35593220338983,0.8676470588235294,0.26666666666666666,1
25.09090909090909,0.4700854700854701,0.4588235294117647,1
24.545454545454525,0.11000000000000004,0.7843137254901961,1
30.0,0.2318840579710145,0.8117647058823529,1
21.35593220338984,0.4338235294117647,0.5333333333333333,1
25.090909090909086,0.39285714285714296,0.5490196078431373,1
27.857142857142883,0.27722772277227725,0.792156862745098,1
28.163265306122458,0.2648648648648648,0.7254901960784313,1
24.615384615384613,0.2142857142857143,0.7137254901960784,1
34.444444444444436,0.3176470588235294,0.6666666666666666,1
30.50847457627118,0.37106918238993714,0.6235294117647059,1
26.666666666666664,0.44680851063829785,0.5529411764705883,1
27.500000000000004,0.5581395348837209,0.5058823529411764,1
22.978723404255334,0.2901234567901234,0.6352941176470588,1
25.09090909090909,0.4700854700854701,0.4588235294117647,1
25.161290322580648,0.6262626262626262,0.38823529411764707,1
26.571428571428566,0.6481481481481483,0.4235294117647059,1
