H,S,V,label
24.230769230769237,0.3489932885906041,0.5843137254901961,1
26.666666666666668,0.2795031055900621,0.6313725490196078,1
24.78260869565218,0.2822085889570552,0.6392156862745098,1
26.842105263157883,0.21590909090909094,0.6901960784313725,1
29.99999999999998,0.19444444444444442,0.8470588235294118,1
32.43243243243243,0.1999999999999999,0.7254901960784313,1
28.333333333333314,0.2432432432432433,0.5803921568627451,1
22.702702702702684,0.25000000000000006,0.5803921568627451,1
29.06250000000001,0.41290322580645156,0.6078431372549019,1
28.163265306122458,0.2648648648648648,0.7254901960784313,1
20.571428571428577,0.510948905109489,0.5372549019607843,1
26.25,0.4528301886792453,0.41568627450980394,1
26.666666666666668,0.2830188679245283,0.6235294117647059,1
30.666666666666643,0.2238805970149253,0.788235294117647,1
31.475409836065587,0.3588235294117647,0.6666666666666666,1
27.6923076923077,0.3741007194244604,0.5450980392156862,1
23.478260869565236,0.11330049261083733,0.796078431372549,1
28.333333333333325,0.34615384615384615,0.40784313725490196,1
30.00000000000002,0.26086956521739124,0.6313725490196078,1
27.692307692307693,0.4369747899159664,0.4666666666666667,1
26.400000000000013,0.28248587570621464,0.6941176470588235,1
26.666666666666668,0.2830188679245283,0.6235294117647059,1
28.163265306122458,0.26344086021505375,0.7294117647058823,1
29.411764705882355,0.29999999999999993,0.6666666666666666,1
25.090909090909086,0.39285714285714296,0.5490196078431373,1
29.090909090909093,0.1793478260869565,0.7215686274509804,1
29.062499999999996,0.3926380368098159,0.6392156862745098,1
30.0,0.3757575757575758,0.6470588235294118,1
26.249999999999996,0.35555555555555557,0.5294117647058824,1
26.842105263157883,0.21590909090909094,0.6901960784313725,1
43.902439024390254,0.3504273504273504,0.4588235294117647,1
28.163265306122458,0.26344086021505375,0.7294117647058823,1
28.235294117647065,0.3399999999999999,0.7843137254901961,1
26.34146341463415,0.25000000000000006,0.6431372549019608,1
27.692307692307693,0.4369747899159664,0.4666666666666667,1
29.302325581395372,0.19634703196347028,0.8588235294117647,1
27.692307692307693,0.4369747899159664,0.4666666666666667,1
33.55932203389831,0.329608938547486,0.7019607843137254,1
28.235294117647065,0.3399999999999999,0.7843137254901961,1
24.00000000000002,0.1807228915662651,0.6509803921568628,1
30.666666666666643,0.2238805970149253,0.788235294117647,1
25.161290322580648,0.6262626262626262,0.38823529411764707,1
21.35593220338983,0.8676470588235294,0.26666666666666666,1
28.499999999999986,0.3636363636363636,0.43137254901960786,1
26.557377049180342,0.30500000000000005,0.7843137254901961,1
31.200000000000014,0.26455026455026465,0.7411764705882353,1
21.818181818181817,0.8918918918918919,0.2901960784313726,1
30.0,0.2318840579710145,0.8117647058823529,1
29.090909090909093,0.21428571428571427,0.6039215686274509,1
31.199999999999996,0.25773195876288657,0.7607843137254902,1
27.6923076923077,0.3741007194244604,0.5450980392156862,1
14.399999999999975,0.17857142857142863,0.5490196078431373,0
12.749999999999998,0.5063291139240506,0.6196078431372549,0
20.39999999999999,0.3787878787878788,0.5176470588235295,0
1.153846153846154,0.8387096774193549,0.48627450980392156,0
14.250000000000004,0.45714285714285713,0.6862745098039216,0
1.153846153846154,0.8387096774193549,0.48627450980392156,0
27.499999999999996,0.375,0.7529411764705882,0
19.53488372093022,0.2866666666666667,0.5882352941176471,0
10.43478260869566,0.6301369863013698,0.5725490196078431,0
11.294117647058822,0.6640625,0.5019607843137255,0
13.33333333333334,0.4576271186440678,0.6941176470588235,0
17.64705882352942,0.21518987341772156,0.6196078431372549,0
12.727272727272723,0.5279999999999999,0.49019607843137253,0
12.749999999999998,0.5555555555555556,0.5647058823529412,0
14.250000000000004,0.45714285714285713,0.6862745098039216,0
18.62068965517246,0.1510416666666667,0.7529411764705882,0
17.647058823529438,0.2073170731707318,0.6431372549019608,0
15.384615384615383,0.4534883720930233,0.6745098039215687,0
18.62068965517246,0.1510416666666667,0.7529411764705882,0
20.39999999999999,0.3787878787878788,0.5176470588235295,0
19.534883720930228,0.29655172413793096,0.5686274509803921,0
13.33333333333334,0.4576271186440678,0.6941176470588235,0
12.749999999999998,0.5063291139240506,0.6196078431372549,0
11.489361702127662,0.21461187214611863,0.8588235294117647,0
7.868852459016394,0.488,0.49019607843137253,0
27.499999999999996,0.375,0.7529411764705882,0
19.53488372093022,0.2866666666666667,0.5882352941176471,0
17.647058823529438,0.2073170731707318,0.6431372549019608,0
8.571428571428578,0.47619047619047616,0.5764705882352941,0
15.384615384615394,0.4105263157894737,0.7450980392156863,0
19.534883720930228,0.29655172413793096,0.5686274509803921,0
21.951219512195127,0.22527472527472525,0.7137254901960784,0
15.384615384615394,0.4105263157894737,0.7450980392156863,0
17.64705882352942,0.21518987341772156,0.6196078431372549,0
15.384615384615383,0.4534883720930233,0.6745098039215687,0
21.951219512195127,0.22527472527472525,0.7137254901960784,0
11.566265060240957,0.6287878787878789,0.5176470588235295,0
